HDR,WIND GENERATION FORECAST AND OUTTURN DATA
WIND,20220312,29,20220310023000,10455,20220311223000,10598,20220312143000,10199
WIND,20220312,30,NULL,NULL,NULL,NULL,20220312150000,9760
WIND,20220312,31,20220310023000,10802,20220311223000,10184,20220312153000,9440
WIND,20220312,32,NULL,NULL,NULL,NULL,20220312160000,9142
WIND,20220312,33,20220310023000,11536,20220311223000,9934,20220312163000,9189
WIND,20220312,34,NULL,NULL,NULL,NULL,20220312170000,9594
WIND,20220312,35,20220310023000,12103,20220311223000,10117,20220312173000,10341
WIND,20220312,36,NULL,NULL,NULL,NULL,20220312180000,10589
WIND,20220312,37,20220310023000,12543,20220311223000,10866,20220312183000,11094
WIND,20220312,38,NULL,NULL,NULL,NULL,20220312190000,11456
WIND,20220312,39,20220310023000,13517,20220311223000,12247,,
WIND,20220312,41,20220310023000,14298,20220311223000,13411,,
WIND,20220312,43,20220310023000,14905,20220312183000,13091,,
WIND,20220312,45,20220311023000,15063,20220312183000,13284,,
WIND,20220312,47,20220311023000,15345,20220312183000,13577,,
WIND,20220313,1,20220311023000,15610,20220312183000,13849,,
WIND,20220313,3,20220311023000,15796,20220312183000,14256,,
WIND,20220313,5,20220311023000,15939,20220312183000,14629,,
WIND,20220313,7,20220311023000,16048,20220312183000,15008,,
WIND,20220313,9,20220311023000,16070,20220312183000,15257,,
WIND,20220313,11,20220311023000,16134,20220312183000,15495,,
WIND,20220313,13,20220311023000,16193,20220312183000,15714,,
WIND,20220313,15,20220311023000,16242,20220312183000,15829,,
WIND,20220313,17,20220311023000,16273,20220312183000,15859,,
WIND,20220313,19,20220311023000,16294,20220312183000,15824,,
WIND,20220313,21,20220311023000,16172,20220312183000,15685,,
WIND,20220313,23,20220311023000,16029,20220312183000,15511,,
WIND,20220313,25,20220311023000,15887,20220312183000,15258,,
WIND,20220313,27,20220311023000,15736,20220312183000,14978,,
WIND,20220313,29,20220311023000,15500,20220312183000,14563,,
WIND,20220313,31,20220311023000,15150,20220312183000,14040,,
WIND,20220313,33,20220311023000,14845,20220312183000,13373,,
WIND,20220313,35,20220311023000,14501,20220312183000,12785,,
WIND,20220313,37,20220311023000,13971,20220312183000,12338,,
WIND,20220313,39,20220311023000,13662,20220312183000,12029,,
WIND,20220313,41,20220311023000,13297,20220312183000,11689,,
WIND,20220313,43,20220311023000,12873,20220312183000,11134,,
WIND,20220313,45,20220312023000,11652,20220312183000,10629,,
WIND,20220313,47,20220312023000,10980,20220312183000,9982,,
FTR,115
